2042	0
2052	0
2062	0
2072	0
2082	0
2092	0
2102	0
2112	0
2122	0
2132	0
2142	0
2152	0
2162	0
2172	0
2182	0
2192	0
2202	0
2212	0
2222	0
2232	0
2242	0
2252	0
2262	0
2272	0
2282	0
2292	0
2302	0
2312	0
2322	0
2332	0
2342	0
2352	0
2362	0
2372	0
2382	0
2392	0
2402	0
2412	0
2422	0
2432	0
2442	0
2452	0
2462	0
2472	0
2482	0
2492	0
2502	0
2512	0
2522	0
2532	0
2542	0
2552	0
2562	0
2572	0
2582	0
2592	0
2602	0
2612	0
2622	0
2632	0
2642	0
2652	0
2662	0
2672	0
2682	0
2692	0
2702	0
2712	0
2722	0
2732	0
2742	0
2752	0
2762	0
2772	0
2782	0
2792	0
2802	0
2812	0
2822	0
2832	0
2842	0
2852	0
2862	0
2872	0
2882	0
2892	0
2902	0
2912	0
2922	0
2932	0
2942	0
2952	0
2962	0
2972	0
2982	0
2992	0
3002	0
3012	0
3022	0
3032	0
3042	0
3052	0
3062	0
3072	0
3082	0
3092	0
3102	0
3112	0
3122	0
3132	0
3142	0
3152	0
3162	0
3172	0
3182	0
3192	0
3202	0
3212	0
3222	0
3232	0
3242	0
3252	0
3262	0
3272	0
3282	0
3292	0
3302	0
3312	0
3322	0
3332	0
3342	0
3352	0
3362	0
3372	0
3382	0
3392	0
3402	0
3412	0
3422	0
3432	0
3442	0
3452	0
3462	0
3472	0
3482	0
3492	0
3502	0
3512	0
3522	0
3532	0
3542	0
3552	0
3562	0
3572	0
3582	0
3592	0
3602	0
3612	0
3622	0
3632	0
3642	0
3652	0
3662	0
3672	0
3682	0
3692	0
3702	0
3712	0
3722	0
3732	0
3742	0
3752	0
3762	0
3772	0
3782	0
3792	0
3802	0
3812	0
3822	0
3832	0
3842	0
3852	0
3862	0
3872	0
3882	0
3892	0
3902	0
3912	0
3922	0
3932	0
3942	0
3952	0
3962	0
3972	0
3982	0
3992	0
4002	0
4012	0
4022	0
4032	0
4042	0
4052	0
4062	0
4072	0
4082	0
4092	0
4102	0
4112	0
4122	0
4132	0
4142	0
4152	0
4162	0
4172	0
4182	0
4192	0
4202	0
4212	0
4222	0
4232	0
4242	0
4252	0
4262	0
4272	0
4282	0
4292	0
4302	0
4312	0
4322	0
4332	0
4342	0
4352	0
4362	0
4372	0
4382	0
4392	0
4402	0
4412	0
4422	0
4432	0
4442	0
4452	0
4462	0
4472	0
4482	0
4492	0
4502	0
4512	0
4522	0
4532	0
4542	0
4552	0
4562	0
4572	0
4582	0
4592	0
4602	0
4612	0
4622	0
4632	0
4642	0
4652	0
4662	0
4672	0
4682	0
4692	0
4702	0
4712	0
4722	0
4732	0
4742	0
4752	0
4762	0
4772	0
4782	0
4792	0
4802	0
4812	0
4822	0
4832	0
4842	0
4852	0
4862	0
4872	0
4882	0
4892	0
4902	0
4912	0
4922	0
4932	0
4942	0
4952	0
4962	0
4972	0
4982	0
4992	0
5002	0
5012	0
5022	0
5032	0
5042	0
5052	0
5062	0
5072	0
5082	0
5092	0
5102	0
5112	0
5122	0
5132	0
5142	0
5152	0
5162	0
5172	0
5182	0
5192	0
5202	0
5212	0
5222	0
5232	0
5242	0
5252	0
5262	0
5272	0
5282	0
5292	0
5302	0
5312	0
5322	0
5332	0
5342	0
5352	0
5362	0
5372	0
5382	0
5392	0
5402	0
5412	0
5422	0
5432	0
5442	0
5452	0
5462	0
5472	0
5482	0
5492	0
5502	0
5512	0
5522	0
5532	0
5542	0
5552	0
5562	0
5572	0
5582	0
5592	0
5602	0
5612	0
5622	0
5632	0
5642	0
5652	0
5662	0
5672	0
5682	0
5692	0
5702	0
5712	0
5722	0
5732	0
5742	0
5752	0
5762	0
5772	0
5782	0
5792	0
5802	0
5812	0
5822	0
5832	0
5842	0
5852	0
5862	0
5872	0
5882	0
5892	0
5902	0
5912	0
5922	0
5932	0
5942	0
5952	0
5962	0
5972	0
5982	0
5992	0
6002	0
6012	0
6022	0
6032	0
6042	0
6052	0
6062	0
6072	0
6082	0
6092	0
6102	0
6112	0
6122	0
6132	0
6142	0
6152	0
6162	0
6172	0
6182	0
6192	0
6202	0
6212	0
6222	0
6232	0
6242	0
6252	0
6262	0
6272	0
6282	0
6292	0
6302	0
6312	0
6322	0
6332	0
6342	0
6352	0
6362	0
6372	0
6382	0
6392	0
